run_id,metamodule,annotation,folder,run_index,program_index,program_name,description,supporting_genes,supporting_gene_count,significance_score,predicted_impacts
3_NPC_neuronal_like_2_run1,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,1,6,Transcriptional Control of Neural Differentiation,"Transcription factors that specify neuronal identity and regulate differentiation versus proliferation decisions. This program includes EBF family proteins (EBF1, EBF2), MYT1L (myelin transcription factor 1-like), CUX2 (cut-like homeobox 2), RUNX1T1 (runt-related transcription factor), and POU6F2 (POU class 6 homeobox). In GBM, dysregulation or loss of these differentiation-promoting transcription factors maintains stemness and proliferative capacity while blocking maturation.","[""EBF1"", ""EBF2"", ""MYT1L"", ""CUX2"", ""RUNX1T1"", ""POU6F2""]",6,0.81,"[""Resistance to terminal differentiation and maturation"", ""Maintenance of stem cell-like transcriptional signatures"", ""Continued expression of proliferation-promoting genes"", ""Loss of normal developmental growth arrest signals"", ""Dysregulation of glial vs. neuronal cell fate decisions""]"
3_NPC_neuronal_like_2_run1,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,1,7,Glioma Stem Cell Maintenance and Stemness,"Programs supporting cancer stem cell (CSC) properties including self-renewal, multipotency, and therapy resistance. This program involves LIN28B-mediated repression of let-7 miRNAs, altered metabolism (MTAP, PIP5K1B), and signaling from growth factor receptors (FGFR2, KIT, GFRA1). GBM stem cells exhibit increased invasive potential and resistance to radiotherapy and chemotherapy, and are thought to be key drivers of tumor recurrence and progression.","[""LIN28B"", ""FGFR2"", ""KIT"", ""GFRA1"", ""EBF1"", ""EBF2"", ""MYT1L"", ""COL6A3"", ""ADAMTS3"", ""POSTN"", ""CDH9"", ""CDH18"", ""TENM2"", ""MTAP"", ""PIP5K1B""]",15,0.79,"[""Self-renewal and multipotency despite differentiation cues"", ""Increased tumor-initiating capacity"", ""Enhanced resistance to chemotherapy and radiotherapy"", ""Promotion of tumor recurrence and progression"", ""Heterogeneous tumor composition with multiple cell states""]"
3_NPC_neuronal_like_2_run1,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,1,8,Spatial Gene Expression Heterogeneity,"Genes supporting distinct gene expression programs in different tumor microenvironments—tumor core vs. infiltrated brain tissue. This program includes genes upregulated in proneural vs. mesenchymal cores (EBF1, EBF2, CDH genes), genes associated with hypoxic/necrotic regions (HIF-pathway related), and genes enriched in infiltrating cells (AC/OPC/NPC-like state markers). In GBM, spatial heterogeneity reflects both genomic alterations and microenvironmental influences that shape tumor cell behavior.","[""COL6A3"", ""TGFBI"", ""POSTN"", ""ADAMTS3"", ""CDH9"", ""CDH18"", ""CDH4"", ""EBF1"", ""EBF2"", ""MYT1L"", ""EFNA5"", ""SEMA3C""]",12,0.75,"[""Distinct proliferation and migration strategies in different microenvironments"", ""Phenotypic plasticity responding to hypoxia and nutrient availability"", ""Differential therapy response across tumor regions"", ""Regional heterogeneity in immune infiltration and inflammatory responses"", ""Spatial segregation of proneural and mesenchymal phenotypes""]"
3_NPC_neuronal_like_2_run1,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,1,9,Metabolic Reprogramming and Lipid Synthesis,"Genes supporting altered metabolic states in GBM including enhanced glycolysis, de novo lipid synthesis, and alternative nutrient utilization. LIN28B drives fatty acid synthesis through SREBP-1 pathway; MTAP and associated genes support purine metabolism; metabolic enzymes support rapid biomass accumulation. In GBM, metabolic reprogramming enables rapid proliferation and supports therapy resistance through ER stress evasion and lipid-dependent membrane expansion.","[""LIN28B"", ""MTAP"", ""PIP5K1B"", ""SLC38A11""]",4,0.68,"[""Enhanced de novo lipid synthesis supporting rapid membrane expansion"", ""Increased biomass production enabling rapid proliferation"", ""Altered cellular stress responses and ER homeostasis"", ""Metabolic flexibility supporting survival under nutrient restriction"", ""Enhanced therapy resistance through metabolic adaptation""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,0,Extracellular Matrix Remodeling,"This program comprises genes encoding secreted proteins and proteases that modify the glioblastoma microenvironment. The program includes collagen deposition, proteoglycan synthesis, and matrix metalloproteinase regulation. In GBM, dysregulation of this program promotes invasive phenotype, particularly in hypoxic and bevacizumab-resistant tumors. Collagen VI (COL6A3) and collagen III (COL3A1) accumulation stiffens the tumor microenvironment, enhancing β-catenin signaling and mesenchymal marker expression. Periostin (POSTN) expression correlates with glioma grade and poor prognosis. Heparan sulfate proteoglycans (NDST4/HS3ST2) regulate growth factor binding and cell migration. Fibulin-like proteins (FSTL4, FSTL5) promote matrix scaffold formation. Matrix metalloproteinase regulation through FAP and ADAMTS3 enables invasion through brain tissue.","[""COL3A1"", ""COL6A3"", ""POSTN"", ""TGFBI"", ""ADAMTS3"", ""SMOC2"", ""FAP"", ""FSTL4"", ""FSTL5"", ""FRAS1"", ""NDST4"", ""HS3ST2"", ""PAPPA2"", ""SERPINI1"", ""EDIL3""]",15,0.92,"[""Increased tumor stiffness promoting mechanotransduction and \u03b2-catenin signaling"", ""Enhanced migration and invasion through brain tissue via matrix degradation"", ""Reduced response to anti-angiogenic therapy through altered matrix composition"", ""Support for tumor-associated immune cell infiltration and M2 macrophage recruitment"", ""Maintenance of hypoxic microenvironment through altered matrix density""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,1,Cadherin-Mediated Cell Adhesion,"This program encompasses classical cadherins and associated adherens junction proteins that mediate homophilic and heterophilic cell-cell adhesion. In GBM, cadherin expression undergoes dynamic changes that facilitate epithelial-to-mesenchymal transition (EMT). E-cadherin (CDH1, not in input) is downregulated in high-grade gliomas through promoter methylation, particularly in microvascular proliferation regions. N-cadherin (not in input) undergoes proteolytic cleavage by ADAM10 at significantly higher rates in GBM than normal brain, with cleavage facilitating migration. The program includes multiple classical cadherins (CDH4, CDH9, CDH13, CDH18) with distinct adhesion patterns and downstream signaling. NEDD4L ubiquitinates Dishevelled proteins to negatively regulate Wnt/β-catenin signaling, a pathway that promotes GBM proliferation and stemness. Cadherin switching and shedding are hallmarks of GBM invasive phenotype.","[""CDH4"", ""CDH9"", ""CDH13"", ""CDH18"", ""NEDD4L"", ""GREM2""]",6,0.85,"[""Loss of epithelial adhesion properties and gain of mesenchymal phenotype"", ""Enhanced cell motility through cadherin shedding and membrane redistribution"", ""Increased Wnt/\u03b2-catenin signaling promoting proliferation and stemness maintenance"", ""Altered actin cytoskeleton dynamics facilitating 3D invasion"", ""Heterotypic adhesion with stromal cells promoting local invasion""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,2,Calcium Signaling Through Ion Channels,"This program comprises genes encoding ion channels and calcium-dependent signaling molecules that regulate intracellular calcium concentrations and downstream effectors. Transient Receptor Potential (TRP) channels including TRPM3, TRPM7, TRPM8, and TRPC5 are dysregulated in glioma cells and drive proliferation, migration, and invasion. TRPC1 channels are essential for chemotactic migration in response to EGF and PDGF through lipid raft-dependent mechanisms. TRPC6 is upregulated in hypoxic GBM cells via Notch signaling and promotes proliferation through calcineurin-NFAT pathway activation. TRPM7 suppression significantly inhibits GBM cell growth and invasion through miR-28-5p-mediated pathways and JAK2/STAT3 signaling. TRPM8 expression correlates with GBM aggressiveness and poor survival. Voltage-gated potassium channels (KCNJ6, KCNC2) maintain resting membrane potential. Anoctamins (ANO4) are calcium-activated chloride channels affecting calcium compartmentalization. Phosphodiesterases (PDE1A, PDE1C) regulate store-operated calcium entry (SOCE) and cAMP signaling affecting cell motility. GABBR2 (GABA B receptor) modulates inhibitory neurotransmitter signaling affecting network-level GBM behavior.","[""TRPM3"", ""TRPC5"", ""KCNJ6"", ""KCNC2"", ""ANO4"", ""PDE1A"", ""PDE1C"", ""GABBR2"", ""ADRA1B""]",9,0.88,"[""Increased intracellular calcium promoting proliferation through calcineurin-NFAT pathway"", ""Enhanced migratory capacity through TRPC-mediated lipid raft signaling"", ""Altered response to growth factors (EGF, PDGF) through TRP-mediated chemotaxis"", ""Maintained hypoxic phenotype through TRPC6-Notch signaling in low-oxygen regions"", ""Dysregulated cAMP-dependent motility through PDE1C-SOCE coupling"", ""Modified inhibitory neurotransmitter signaling affecting network-level tumor behavior"", ""Survival advantage through reduced apoptosis via calcium-dependent survival pathways""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,3,Synaptic Development and Adhesion,"This program comprises genes encoding synaptic adhesion molecules, calcium sensors for neurotransmitter release, and axon guidance cues. The program includes contactin-associated protein-like molecules (CNTNAP4, CNTNAP5), contactins (CNTN5), teneurins (TENM2), synaptotagmins (SYT1), and semaphorins (SEMA3C). TENM2 forms nanoclusters at presynaptic active zones and is essential for synaptic connectivity, particularly in hippocampal projections. SYT1 serves as the primary calcium sensor for fast neurotransmitter release and is involved in vesicle recycling. Contactins mediate cell-cell adhesion at synaptic cleft. CNTNAP4 regulates synaptic development and maturation. Semaphorins (SEMA3C) act as axon guidance cues affecting neurite outgrowth and axonal pathfinding. In GBM context, this program may be dysregulated to suppress pro-differentiation signaling or alternatively utilized to support GBM cell-cell interactions and network formation.","[""TENM2"", ""SYT1"", ""CNTNAP4"", ""CNTN5"", ""SEMA3C"", ""UNC5D"", ""UNC5C"", ""SHISA6"", ""PRSS12""]",9,0.75,"[""Altered synaptic connectivity potentially suppressing pro-differentiation signals"", ""Enhanced cell-cell adhesion through synaptic adhesion molecules"", ""Modified calcium signaling through synaptotagmin-mediated mechanisms"", ""Potential maintenance of progenitor-like state through altered axon guidance signals"", ""Support for neural-like network formation within GBM tumors""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,4,Receptor Tyrosine Kinase Signaling,"This program comprises genes encoding receptor tyrosine kinases (RTKs) and their signaling intermediates that drive proliferation, survival, angiogenesis, and migration in GBM. The program includes FGFR2 (fibroblast growth factor receptor), KIT (c-KIT/stem cell factor receptor), and GFRA1 (GDNF co-receptor). RTKs activate downstream MAPK/ERK and PI3K/Akt/mTOR pathways controlling cell cycle progression and survival. FGFR2 mutations and amplifications are detected in GBM; FGFR signaling promotes both proliferation and mesenchymal differentiation. KIT is normally expressed during CNS development in endothelial and mast cell progenitors; KIT overexpression in GBM promotes angiogenesis and contributes to tumor growth. GFRA1 is the co-receptor for GDNF (glial cell line-derived neurotrophic factor), which promotes neuron survival and differentiation; deletion of GFRA1 and nearby genes may contribute to GBM pathogenesis. RTK signaling is also modulated by N-cadherin complexes (CDH2 not in input) that decrease FGFR1 internalization sustaining proliferation.","[""FGFR2"", ""KIT"", ""GFRA1"", ""HS3ST2"", ""NDST4""]",5,0.8,"[""Enhanced proliferation through sustained MAPK/ERK pathway activation"", ""Improved survival through PI3K/Akt anti-apoptotic signaling"", ""Increased angiogenesis through KIT-mediated endothelial cell recruitment"", ""Maintenance of stemness and self-renewal capacity"", ""Resistance to differentiation signals through continued growth factor signaling""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,5,Transcriptional Repression of Neural Differentiation,"This program comprises transcription factors and RNA-binding proteins that regulate neuronal differentiation, splicing, and transcriptional networks. The program includes MYT1L (myelin transcription factor 1-like), EBF1/EBF2 (early B-cell factors), RBFOX1 (RNA-binding fox-1), CUX2 (cut-like homeobox 2), SRRM4 (serine/arginine repetitive matrix 4), POU6F2, and RUNX1T1. MYT1L directly represses YAP1 expression, reducing GBM cell proliferation and promoting neural differentiation; MYT1L expression inversely correlates with YAP1 expression in GBM. Reduced MYT1L expression associates with GBM progression and poor survival. EBF factors regulate cortical neuron development and are downregulated in GBM. RBFOX1 regulates both splicing and transcriptional networks important for neuronal development; RBFOX1 is implicated in autism and developmental delay with relevance to neural cell fate determination. CUX2 is expressed in cortical development and marks mature neuronal populations. SRRM4 promotes neuronal splicing programs. RUNX1T1 negatively influences transcription through HDAC recruitment. In GBM, suppression of this differentiation program maintains proliferative capacity and stemness.","[""MYT1L"", ""EBF1"", ""EBF2"", ""RBFOX1"", ""CUX2"", ""SRRM4"", ""POU6F2"", ""RUNX1T1""]",8,0.82,"[""Suppression of neural differentiation through MYT1L inactivation"", ""Maintenance of proliferative capacity through YAP1-mediated signaling"", ""Altered splicing of synaptic and adhesion proteins favoring undifferentiated state"", ""Loss of early differentiation signals through reduced EBF activity"", ""Enhanced stemness and self-renewal through suppressed differentiation programs""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,6,Neuropeptide and Neurosecretion Pathways,"This program comprises genes encoding secreted neuropeptides, hormones, and components of the secretory pathway that package and release bioactive peptides. The program includes SCG2 (secretogranin II), GCG (glucagon), CCK (cholecystokinin), and secretory pathway components including SLC38A11 (amino acid transporter for vesicle loading). SCG2 is a chromogranin/secretogranin family member processed into bioactive peptides EM66 and secretoneurin. SCG2 promotes neuronal differentiation and survival by counteracting nitric oxide-induced toxicity. SCG2 is regulated by REST (repressor element 1 silencing transcription factor) in neural progenitors with non-cell-autonomous differentiation-enhancing activity. SCG2-derived secretoneurin has angiogenic activity and modulates leukocyte transendothelial migration. In reduced SCG2 expression, tumor angiogenesis and aggressive behavior increase. GCG encodes proglucagon processed to GLP-1 and other peptides; GLP-1 neurons show emerging roles in metabolic and stress regulation. CCK encodes cholecystokinin processed to active peptides. In GBM, dysregulation of this program may alter neuroendocrine differentiation capacity and support tumor immune modulation.","[""SCG2"", ""GCG"", ""CCK"", ""SLC38A11"", ""PAPPA2""]",5,0.68,"[""Enhanced neuronal differentiation through SCG2-mediated non-cell-autonomous signaling"", ""Increased angiogenesis through secretoneurin-mediated endothelial signaling"", ""Altered immune cell infiltration through leukocyte migration modulation"", ""Reduced tumor aggressiveness in conditions of high SCG2 expression"", ""Potential neuroendocrine differentiation capacity affecting GBM heterogeneity""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,7,Cyclic Nucleotide Signaling and Cell Motility,"This program comprises genes regulating cyclic nucleotide metabolism, calcium signaling coupling, and cell motility through cAMP/cGMP and calcium-dependent pathways. The program includes phosphodiesterases (PDE1A, PDE1C), adrenergic receptors (ADRA1B), and store-operated calcium entry (SOCE) components. PDE1A and PDE1C are calcium/calmodulin-dependent phosphodiesterases with dual specificity for cAMP and cGMP. PDE1C selectively regulates cAMP during SOCE, affecting leading-edge protrusions (LEP) formation critical for cell migration. Inhibition of PDE1C reduces SOCE-dependent ADCY8 activation, decreasing cAMP accumulation and LEP formation. PDE1C couples calcium signals to cAMP dynamics in spatially restricted signalosomes. ADRA1B (α1B-adrenergic receptor) is a G protein-coupled receptor activating PKC and influencing neuronal differentiation and cell migration. In GBM, dysregulation of this program alters cell motility and invasive phenotype.","[""PDE1A"", ""PDE1C"", ""ADRA1B"", ""PALM2-AKAP2""]",4,0.65,"[""Altered leading-edge protrusion dynamics affecting cell migration speed and direction"", ""Dysregulated cAMP signaling affecting cell motility and proliferation"", ""Enhanced SOCE-dependent signaling promoting calcium-driven invasion"", ""Modified adrenergic receptor signaling affecting neuronal differentiation capacity"", ""Spatial restriction of calcium-cAMP coupling promoting localized migration signals""]"
3_NPC_neuronal_like_2_run2,3,NPC-neuronal-like 2,3_NPC_neuronal_like_2,2,8,RNA-Binding and Post-Transcriptional Control,"This program comprises RNA-binding proteins and splicing factors that regulate post-transcriptional gene expression affecting mRNA stability, localization, and translation. The program includes RBFOX1 (RNA-binding fox-1), SRRM4 (serine/arginine repetitive matrix 4), and long non-coding RNAs (lncRNAs). RBFOX1 binds to GCAUG motifs in nascent RNA during splicing and also in 3' UTRs affecting mRNA stability and translation. Cytoplasmic RBFOX1 increases target mRNA stability and translation; cytoplasmic RBFOX1 targets are enriched in cortical development and autism-related genes. RBFOX1 knockout mice show altered synaptic transmission, increased membrane excitability, and seizure predisposition. Reduced RBFOX1 expression correlates with autism and developmental delay. SRRM4 is a neuron-specific splicing regulator. Multiple lncRNAs in the input list (LINC01033, LINC01344, LINC02607, LINC01949, LINC00862, LINC02378, LINC00470, LINC00707, LINC01965) may function as competing endogenous RNAs (ceRNAs) or direct regulators of gene expression. In GBM, dysregulation of RNA-binding protein networks could suppress neuronal differentiation programs.","[""RBFOX1"", ""SRRM4"", ""LINC01033"", ""LINC01344"", ""LINC02607"", ""LINC01949"", ""LINC00862"", ""LINC02378"", ""LINC00470"", ""LINC00707"", ""LINC01965"", ""MIR3681HG""]",12,0.7,"[""Altered splicing of synaptic and developmental genes affecting differentiation capacity"", ""Enhanced mRNA stability of proliferation-promoting transcripts"", ""Disrupted competition between RBFOX1 and miRNAs affecting target mRNA stability"", ""Dysregulation of autism-related and cortical development gene networks"", ""Modified translation efficiency of key developmental regulators""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,0,Osmotic Cell Volume Regulation and Migration,"Coordinated expression of aquaporins and ion transporters that regulate intracellular osmolarity, enabling rapid water flux and cell volume changes required for glioma cell migration through brain parenchyma. This program couples water channel activity (AQP1, AQP4, SLC14A1) with potassium and sodium channels (KCNN3, ATP1A2, SCN7A) to create osmotic gradients that drive lamellipodia formation and invasion through restricted extracellular spaces.","[""AQP1"", ""AQP4"", ""SLC14A1"", ""KCNN3"", ""ATP1A2"", ""SCN7A"", ""TTYH1""]",7,0.92,"[""Enabled rapid water influx at leading edge supporting lamellipodia protrusion"", ""Enhanced cell volume changes permitting traversal through narrow extracellular spaces"", ""Increased invasive capacity through osmotic-driven cell shrinkage and shape deformation"", ""Polarized ion and water transport creating directional migration cues""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,1,Extracellular Matrix Proteolysis and Invasiveness,"Coordinated expression of proteases (serine proteases, metalloproteinases, transmembrane proteases) and protease inhibitors that remodel the neural extracellular matrix. This program enables glioma cells to degrade neural ECM components (aggrecan, brevican, hyaluronic acid) and replace them with mesenchymal matrix proteins (fibronectin, collagens), switching from an inhibitory to a permissive microenvironment for cell migration and dissemination.","[""SERPINA3"", ""ADAMTS8"", ""ADAMTS15"", ""HAS2"", ""BCAN"", ""FBLN5"", ""TIMP3"", ""ITGB4"", ""CD44"", ""CFI"", ""MASP1""]",11,0.88,"[""Enhanced degradation of inhibitory neural ECM components"", ""Secretion of mesenchymal ECM proteins promoting adhesion and motility"", ""Increased matrix metalloproteinase activity through positive feedback loops"", ""Altered cell-ECM interactions promoting invasion-permissive phenotype"", ""Resistance to chemotherapy through ECM-mediated signaling""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,2,Glioma Stem Cell Identity and State Plasticity,"Regulatory network controlling differentiation, stemness markers, and phenotypic plasticity in glioma stem-like cells (GSCs). This program includes transcription factors that suppress differentiation (ID3, ID4, HOPX), stemness markers (CD44, CD38), glial differentiation markers (GFAP, ALDH1L1), and signaling pathways that maintain GSC self-renewal while permitting transitions to proneural, neural progenitor, and mesenchymal states depending on microenvironmental cues.","[""ID3"", ""ID4"", ""HOPX"", ""CD44"", ""CD38"", ""GFAP"", ""ALDH1L1""]",7,0.85,"[""Maintenance of undifferentiated, self-renewing GSC state"", ""Reduced commitment to terminal astrocyte differentiation"", ""Enhanced tumorigenicity and therapy resistance"", ""Preserved capacity for phenotypic plasticity in response to microenvironmental signals"", ""Increased resistance to differentiation-inducing therapies""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,3,Endothelin Signaling and Proneural-Mesenchymal Transition,"G-protein-coupled receptor (GPCR) signaling through endothelin receptors (EDNRA, EDNRB) that regulates phenotypic plasticity between proneural and mesenchymal states. EDNRB is predominantly expressed in astrocyte-like cells and suppresses proliferation while promoting migration and mesenchymal transition. EDNRA expression is restricted to perivascular populations. This signaling integrates with calcium-dependent pathways (KCNN3) and transcriptional regulators to modulate cell fate decisions in response to oxygenation and cytokine gradients.","[""EDNRA"", ""EDNRB"", ""KCNN3"", ""ADAMTS8"", ""ADAMTS15""]",5,0.78,"[""Regulated transition between proliferative proneural and invasive mesenchymal states"", ""Suppression of proliferation coupled with enhanced migration capacity"", ""Calcium signaling activation promoting cellular plasticity"", ""Context-dependent phenotype determined by oxygen tension and cytokine gradients"", ""Maintained GSC characteristics through autocrine endothelin signaling""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,4,Glycolytic Metabolism and Warburg Effect,"Metabolic reprogramming toward aerobic glycolysis to support rapid proliferation and survival. This program includes rate-limiting glycolytic enzymes (PFKFB3), upstream regulators of glycolytic flux, and cofactors involved in one-carbon metabolism and nucleotide biosynthesis (ALDH1L1). The program also coordinates with hypoxic signaling and glucose availability sensing to shift metabolism from oxidative phosphorylation to glucose-dependent glycolysis.","[""PFKFB3"", ""HAS2"", ""ALDH1L1""]",3,0.72,"[""Enhanced glycolytic flux supporting rapid ATP and biosynthetic precursor production"", ""Increased glucose-dependent survival with enhanced sensitivity to glucose withdrawal"", ""Accumulation of hyaluronic acid supporting ECM remodeling and chemoresistance"", ""Balanced nucleotide synthesis supporting rapid proliferation"", ""Metabolic flexibility through splice variant-specific PFKFB3 effects""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,5,Complement Cascade Activation and Immune Evasion,"Dysregulation of the complement system to promote tumor growth, immune evasion, and therapy resistance. This program includes components of the complement cascade (C3, CFI, MASP1, COLEC12) that shift from immune surveillance toward pro-tumoral immune signaling. Complement activation in the tumor microenvironment promotes myeloid cell recruitment, T cell exhaustion, and immunosuppression while providing survival and proliferative signals to tumor cells.","[""C3"", ""CFI"", ""MASP1"", ""COLEC12"", ""CD38"", ""CHI3L2"", ""CD44""]",7,0.75,"[""Sustained complement activation promoting pro-tumoral inflammation"", ""Recruitment and polarization of tumor-associated macrophages toward M2 phenotype"", ""Suppression of anti-tumor CD8+ T cell responses"", ""Enhanced tumor cell survival and proliferation through C3a/C3aR signaling"", ""Angiogenic response promoting tumor vascularization"", ""Resistance to conventional immunotherapies""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,6,Cell Polarity and Junctional Adhesion,"Establishment and maintenance of cell polarity complex proteins that regulate epithelial-like cell surface organization and cell-cell contacts through gap junctions and tight junction components. This program includes Crumbs polarity complex components (CRB2, MARVELD3) and connexins (GJA1) that mediate both cell-cell communication and regulation of paracrine signaling within the tumor microenvironment. Loss or redistribution of these proteins contributes to epithelial-to-mesenchymal transition and altered tumor-stromal communication.","[""GJA1"", ""CRB2"", ""MARVELD3"", ""ZFP36""]",4,0.68,"[""Altered cell polarity promoting loss of epithelial characteristics"", ""Enhanced GBM-astrocyte communication through functional gap junctions"", ""Transfer of pro-invasive miRNAs from tumor to stromal cells"", ""Increased invasiveness at tumor-brain interface through miRNA-mediated remodeling of astrocyte adhesion"", ""Context-dependent tumor-suppressive vs tumor-promoting effects depending on localization""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,7,Renin-Angiotensin System and Vascular Signaling,"Local renin-angiotensin system (RAS) expression and function in glioblastoma, including synthesis of angiotensinogen (AGT), renin, and angiotensin peptides. This program regulates tumor vascularity, angiogenesis, and may influence tumor cell survival through receptor-mediated signaling. While systemic RAS inhibitors have shown modest effects, selective renin inhibitors reduce GBM cell proliferation and survival independent of angiotensin peptide production.","[""AGT""]",1,0.55,"[""Direct anti-proliferative effects of renin independent of angiotensin signaling"", ""Potential regulation of tumor-associated angiogenesis through angiotensin-mediated vascular effects"", ""Heterogeneous RAS expression between tumors potentially affecting therapy response"", ""Resistance to ACE inhibitors but sensitivity to selective renin inhibitors""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,8,Pericyte-Mediated Tumor Angiogenesis and Vascular Remodeling,"Pericyte recruitment and molecular reprogramming toward proliferative and pro-angiogenic phenotypes during early glioblastoma progression. This program involves PDGF receptor signaling (PDGFRB) in pericytes and endothelial cells, with dual localization showing regional enrichment at the tumor-brain interface and focal positioning at vascular branch points. Early pericyte functions promote angiogenesis; late functions promote tumor growth, representing stage-dependent effects critical for vascular remodeling.","[""PDGFRB""]",1,0.62,"[""Increased angiogenic sprouting from existing vasculature during early tumor development"", ""Vascular co-option followed by neovascularization transition"", ""Endothelial cell reprogramming toward mesenchymal phenotype reducing VEGFR-2 expression"", ""Stage-dependent therapeutic targeting opportunities"", ""Enhanced anti-VEGF resistance through pericyte-mediated vascular support""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,9,Epigenetic and Transcriptional Heterogeneity,"Dysregulation of epigenetic modifiers and transcriptional regulators controlling glioma differentiation states and therapy resistance. This program encompasses HOX gene dysregulation (HOXA cluster involvement), transcription factors maintaining stemness (HOPX, ID family), and associated metabolic consequences. HOX genes are virtually absent in normal adult brain but aberrantly expressed in gliomas, correlating with chromosome 7 gain and worse prognosis.","[""HOPX""]",1,0.65,"[""Aberrant HOX expression driving proliferation and metabolic reprogramming"", ""Dysregulated cell cycle and DNA repair through HOX-mediated transcription"", ""Correlation with chromosome 7 gain indicating genetic instability"", ""Enhanced radiotherapy resistance through HOXA-mediated mechanisms"", ""Prognostic implications through HOXA9-WNT6 co-expression signatures""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,10,EGF Receptor Signaling and Metastatic Cascade,"Aberrant epidermal growth factor (EGF) and EGFR signaling driving glioblastoma proliferation, migration, and invasion through multiple downstream effector pathways. EGF and EGFR are upregulated in GBM tumor regions and edema zones. Signaling proceeds through PI3K/AKT and ERK1/2 pathways to activate matrix metalloproteinase-9 (MMP-9) and drive EMT-related processes. EGFR amplification occurs in ~36-40% of GBMs, often with constitutively active EGFRvIII variant.","[""EGF""]",1,0.7,"[""Enhanced proliferation through sustained EGFR signaling"", ""Increased migration and invasion via MMP-9 upregulation"", ""Epithelial-mesenchymal transition program activation"", ""Chemoresistance through survival pathway activation"", ""Postoperative elevation of EGF correlating with edema formation"", ""EGFR as therapeutic target with resistance mechanisms""]"
4_AC_gliosis_like_1_run1,4,AC-gliosis-like 1,4_AC_gliosis_like_1,1,11,Innate Immune Activation and Interferon Response,"Activation of RIG-I-like receptors (RLRs) including RIG-I and MDA5, triggering innate immune responses and direct glioma cell apoptosis. This emerging therapeutic strategy stimulates both innate and adaptive immune responses through type I interferon production and cytokine/chemokine secretion, countering tumor-mediated immunosuppression and targeting heterogeneous GSC populations.",[],0,0.68,"[""Direct apoptosis of diverse glioma populations including GSCs"", ""Type I interferon production creating anti-tumor state"", ""Recruitment and activation of cytotoxic NK cells and CD8+ T cells"", ""Macrophage activation and polarization toward M1 phenotype"", ""Enhanced tumor infiltration by anti-tumor immune cells"", ""Potential overcoming of immunotherapy resistance""]"
4_AC_gliosis_like_1_run2,4,AC-gliosis-like 1,4_AC_gliosis_like_1,2,0,Aquaporin-mediated osmotic water transport and migration,"Water channel proteins (AQP1, AQP4) regulate osmotic gradients essential for glioma cell migration and edema formation. AQP4 localizes to leading edges of migrating cells and lamellipodia, facilitating volume changes during invasion through narrow extracellular spaces. Coordinated with ion transporters (KCNN3, ATP1A2, SLC14A1) that maintain ion gradients driving osmotic water flux. Dysregulation contributes to both tumor-associated vasogenic edema and enhanced invasive capability.","[""AQP1"", ""AQP4"", ""KCNN3"", ""ATP1A2"", ""SLC14A1""]",5,0.92,"[""Enhanced directional cell migration through osmotic volume regulation"", ""Increased infiltration of tumor cells through brain parenchyma"", ""Promotion of vasogenic edema formation at tumor-brain interface"", ""Support for invasive cell membrane protrusions (lamellipodia formation)"", ""Maintenance of perivascular migration along blood vessel corridors""]"
