run_id,metamodule,annotation,folder,run_index,program_index,program_name,description,supporting_genes,supporting_gene_count,significance_score,predicted_impacts
04_AC-gliosis-like_1_run1,4,AC-gliosis-like 1,04_AC-gliosis-like_1,1,1,Mesenchymal transition and ECM remodeling,"CD44, HAS2, ITGB4, BCAN, SPON1, ADAMTS8, ADAMTS15, and TIMP3 mediate mesenchymal transition, ECM production, and proteolysis. These genes participate in hyaluronan synthesis, integrin signaling, and matrix-remodeling roles that drive invasiveness and resistance to therapy.","[""CD44"", ""HAS2"", ""ITGB4"", ""BCAN"", ""SPON1"", ""ADAMTS8"", ""ADAMTS15"", ""TIMP3""]",8,0.96,"[""Promoted therapy resistance via mesenchymal transformation"", ""Enhanced brain matrix remodeling, facilitating deeper infiltration"", ""Increased stem-like cell niche formation""]"
04_AC-gliosis-like_1_run1,4,AC-gliosis-like 1,04_AC-gliosis-like_1,1,2,Immune/Inflammatory microenvironment regulation,"SERPINA3, CHI3L2, C3, CFI, COLEC12, LTF, and OSMR shape tumor-associated immune cell biology. These genes recruit, polarize, or activate macrophages/microglia, contribute to immunosuppressive states, and orchestrate crosstalk with stromal and vascular cell types.","[""SERPINA3"", ""CHI3L2"", ""C3"", ""CFI"", ""COLEC12"", ""LTF"", ""OSMR""]",7,0.89,"[""Potentiated immunosuppressive niche"", ""Enhanced tumor escape from surveillance"", ""Polarization of macrophages towards pro-tumor phenotype""]"
04_AC-gliosis-like_1_run1,4,AC-gliosis-like 1,04_AC-gliosis-like_1,1,3,Stem-like state and plasticity signaling,"ID3, ID4, FABP7, FBLN5, HOPX, BMP pathway-related genes, and NOTCH effectors orchestrate stemness, differentiation block, and plasticity in glioblastoma cells. These enable tumors to repopulate and resist therapy.","[""ID3"", ""ID4"", ""FABP7"", ""FBLN5"", ""HOPX"", ""BMPR1B""]",6,0.87,"[""Renewal and expansion of tumor stem cell pool"", ""Therapy resistance via plasticity"", ""Support of intratumoral heterogeneity""]"
04_AC-gliosis-like_1_run1,4,AC-gliosis-like 1,04_AC-gliosis-like_1,1,4,Hypoxia/glycolytic metabolic adaptation,"PFKFB3, HK2, LDHA, SLC2A1, and associated glycolytic enzymes promote aggressive metabolism. Upregulation of PFKFB3 and metabolic switch facilitate adaptation to hypoxia, fuel rapid growth, and drive resistance to therapies.","[""PFKFB3""]",1,0.83,"[""Enhanced proliferation and survival in hypoxic microenvironment"", ""Metabolic resistance to therapy"", ""Increased invasion by fuel provision""]"
04_AC-gliosis-like_1_run1,4,AC-gliosis-like 1,04_AC-gliosis-like_1,1,5,Angiogenesis and vascular niche formation,"EDNRA, EDNRB, F3, PDGFRB, IGFBP7, BMPR1B are implicated in blood vessel formation, endothelial-pericyte communication, and vascular niche maintenance. Promotion of neovascularization supports glioblastoma growth and therapeutic resistance.","[""EDNRA"", ""EDNRB"", ""PDGFRB"", ""F3"", ""IGFBP7"", ""BMPR1B""]",6,0.91,"[""Accelerated neovascularization and microenvironment remodeling"", ""Support of GBM expansion and therapy resistance"", ""Enhanced perivascular stem cell niche formation""]"
04_AC-gliosis-like_1_run2,4,AC-gliosis-like 1,04_AC-gliosis-like_1,2,0,Aquaporin/Ion Channel-Driven Migration,"Upregulation of aquaporins (AQP1, AQP4) and ion channels (KCNN3) in glioblastoma enhances cell motility, invasion, and peritumoral edema. These genes mediate water and ion fluxes supporting cellular migration through brain tissue and are associated with tumor progression and poor prognosis.","[""AQP1"", ""AQP4"", ""KCNN3""]",3,0.9,"[""increased cell motility and invasion"", ""edema formation""]"
04_AC-gliosis-like_1_run2,4,AC-gliosis-like 1,04_AC-gliosis-like_1,2,1,Reactive Astrocyte-Like State and Stemness,"Glioblastoma cells commonly activate programs resembling reactive astrocytes and stem-cell markers. Canonical astrocyte genes (GFAP, ALDH1L1, GJA1) and stemness regulators (CD44, ID3, ID4) drive invasiveness and therapeutic resistance, partly via modulation of the tumor microenvironment and maintenance of stem-like populations.","[""GFAP"", ""ALDH1L1"", ""GJA1"", ""CD44"", ""ID3"", ""ID4""]",6,0.95,"[""enhanced invasion"", ""resistance to therapy"", ""maintenance of stem-like tumor cell populations""]"
04_AC-gliosis-like_1_run2,4,AC-gliosis-like 1,04_AC-gliosis-like_1,2,2,ECM Remodeling and Cell-Cell Adhesion,"Genes regulating extracellular matrix composition (BCAN, HAS2, FBLN5, COL28A1, PAPLN, TIMP3, ADAMTS family) and adhesion (ITGB4, SPON1) jointly enable GBM cells to invade neural parenchyma, remodel their environment, and resist therapy. Hyaluronan synthase (HAS2), brevican, integrins, and tissue inhibitors of metalloproteinases coordinate motility, matrix breakdown, and structural adaptation.","[""HAS2"", ""BCAN"", ""FBLN5"", ""COL28A1"", ""PAPLN"", ""TIMP3"", ""ITGB4"", ""SPON1"", ""ADAMTS8"", ""ADAMTS15""]",10,0.92,"[""increased local invasion through matrix breakdown"", ""remodeling of peritumoral ECM"", ""adaptability to microenvironmental changes""]"
04_AC-gliosis-like_1_run2,4,AC-gliosis-like 1,04_AC-gliosis-like_1,2,3,Angiogenesis and Vascular Remodeling,"Endothelial growth, angiogenic signaling, and hypoxia adaptation are mediated by PDGFRB, EGF, F3 (tissue factor), EDNRA, EDNRB. These factors collectively drive neovascularization, enhance GBM metabolic support, and promote invasion. Altered expression of these genes correlates with resistance to anti-angiogenic therapy.","[""PDGFRB"", ""EGF"", ""F3"", ""EDNRA"", ""EDNRB""]",5,0.88,"[""enhanced neovascularization"", ""resistance to antiangiogenic treatment""]"
04_AC-gliosis-like_1_run2,4,AC-gliosis-like 1,04_AC-gliosis-like_1,2,4,"Immunomodulation, Hypoxia, and Inflammation","Dysregulated inflammatory signaling (SERPINA3, C3, CHI3L2) modifies immune infiltration, induces immune suppression, and fosters tumor progression. Complement activation promotes hypoxia adaptation and angiogenesis through C3/C3aR; SERPINA3 facilitates invasion and suppresses apoptosis in stem-like GBM cells. CHI3L2 expression is associated with immune cell exhaustion.","[""SERPINA3"", ""C3"", ""CHI3L2""]",3,0.85,"[""increased immune evasion"", ""microenvironment adaptation"", ""promotion of angiogenesis""]"
04_AC-gliosis-like_1_run2,4,AC-gliosis-like 1,04_AC-gliosis-like_1,2,5,Metabolic Adaptation and Glycolysis,"Upregulation of key glycolysis enzymes such as PFKFB3 supports rapid cell proliferation and survival under hypoxic conditions. Metabolic rewiring includes lactate efflux, glutamine utilization, and altered mitochondrial activity, enabling GBM cells to survive, proliferate, and resist cytotoxic therapies.","[""PFKFB3""]",1,0.82,"[""enhanced proliferation"", ""survival under hypoxia""]"
04_AC-gliosis-like_1_run2,4,AC-gliosis-like 1,04_AC-gliosis-like_1,2,6,Mesenchymal State Induction via Cytokine Receptors,"OSMR, via JAK/STAT3 signaling, induces M2 macrophage polarization and supports mesenchymal transition, promoting tumor growth, immune evasion, and therapy resistance. GBM cells with high OSMR expression exhibit enhanced stem-like and mesenchymal features.","[""OSMR""]",1,0.8,"[""enhanced mesenchymal properties"", ""therapy resistance"", ""promotion of immune evasion""]"
05_AC-neuronal-like_run1,5,AC-neuronal-like,05_AC-neuronal-like,1,0,Glioblastoma Invasion & Migration,"Key genes drive cytoskeletal remodeling, cell adhesion changes, and matrix degradation for GBM cell invasion. This program integrates ECM proteases (ADAMTS18, ADAM28, TGM2), cytoskeletal regulators (SEPTIN14, TRPV4), cell adhesion molecules (PCDH11X, CNTNAP2, DOCK2), matrix proteins (POSTN, COL12A1, COL19A1), and migration cues (RELN, SLIT2, WNT16). Notably, POSTN promotes macrophage recruitment and invasion, TGM2 is essential for survival and stemness during invasion, and TRPV4 facilitates F-actin dependent protrusions critical for migration.","[""POSTN"", ""ADAMTS18"", ""ADAM28"", ""COL12A1"", ""COL19A1"", ""SEPTIN14"", ""TRPV4"", ""PCDH11X"", ""CNTNAP2"", ""RELN"", ""SLIT2"", ""WNT16""]",12,0.97,"[""enhanced ECM remodeling and breakdown"", ""increased cytoskeletal plasticity"", ""promoted cell migratory behavior"", ""facilitated immune cell recruitment via POSTN""]"
05_AC-neuronal-like_run1,5,AC-neuronal-like,05_AC-neuronal-like,1,1,Glioblastoma Immune Suppression,"A group of macrophage, microglia, and immunological regulatory genes (CD163, VSIG4, MSR1, INPP5D, IL7, CD96) cooperate in skewing the glioblastoma environment toward immune evasion. CD163, MSR1 and VSIG4 drive M2-like immunosuppressive macrophage phenotypes. INPP5D regulates myeloid cell signaling. CD96 acts as an NK cell/T cell checkpoint, and IL7 stimulation is epigenetically silenced, hampering adaptive immunity.","[""CD163"", ""VSIG4"", ""MSR1"", ""INPP5D"", ""CD96"", ""IL7""]",6,0.93,"[""immunosuppressive microenvironment establishment"", ""reduced lymphocytic infiltration and activity"", ""enhanced tumor resistance to immunotherapy""]"
05_AC-neuronal-like_run1,5,AC-neuronal-like,05_AC-neuronal-like,1,2,Glioblastoma Stem Cell Maintenance & Therapy Resistance,"Genes such as WNT16, ALDH1A2, HMGA2, BIRC3, and TGM2 join with pathways supporting stemness, therapy resistance, and tumor recurrence. WNT signaling drives stem cell self-renewal and radiotherapy resistance. ALDH1A2 and HMGA2 support stemness and expansion. BIRC3 enables apoptosis resistance and is directly tied to therapy adaptation. TGM2 links stemness, survival, and resistance in the mesenchymal GBM subtype.","[""WNT16"", ""ALDH1A2"", ""HMGA2"", ""BIRC3"", ""TGM2""]",5,0.95,"[""increased tumor recurrence and therapy resistance"", ""promotion of glioma stem-like cell self-renewal and proliferation"", ""mesenchymal transformation supporting invasion""]"
05_AC-neuronal-like_run1,5,AC-neuronal-like,05_AC-neuronal-like,1,3,Glioblastoma Angiogenesis & Hypoxic Adaptation,"Core angiogenic and hypoxia-responsive genes (VEGFD, TEK, FAP, PLIN2) collaborate to drive neovascularization and metabolic reprogramming. VEGFD and TEK (TIE2) are critical endothelial regulators. FAP+ mesenchymal cells cooperate with endothelial cells and support pro-angiogenic microenvironment. PLIN2 and related lipid droplet proteins adapt GBM cells to hypoxic metabolic stress.","[""VEGFD"", ""TEK"", ""FAP"", ""PLIN2""]",4,0.9,"[""enhanced neovascularization for tumor support"", ""adaptation to hypoxic microenvironments"", ""potential increased therapy resistance""]"
05_AC-neuronal-like_run2,5,AC-neuronal-like,05_AC-neuronal-like,2,0,Mesenchymal Invasion & EMT,"Coordinated upregulation of ECM-remodeling proteins (POSTN, TNC, COL19A1, ADAMTSs, SPOCK3), cell adhesion molecules (e.g., PCDH7, PCDH11X), and EMT regulators (HMGA2, RELN) highlight a mesenchymal gene program driving glioblastoma cell invasion. Matrix-crosslinking enzymes (TGM2) and pathways supporting cell migration and transition are collectively strengthened.","[""POSTN"", ""TNC"", ""COL19A1"", ""COL12A1"", ""ADAMTS18"", ""SPOCK3"", ""TGM2"", ""HMGA2"", ""RELN""]",9,0.95,"[""Enhanced invasion and migration"", ""Mesenchymal phenotype acquisition"", ""Resistance to therapy via EMT and ECM remodeling""]"
05_AC-neuronal-like_run2,5,AC-neuronal-like,05_AC-neuronal-like,2,1,Immune Evasion & TAM Polarization,"Genes such as MSR1, CD163, ALDH1A2, SULF1, TLR2, OLR1, and others are involved in immunosuppressive microenvironment creation, recruitment/activation of M2-like tumor-associated macrophages (TAMs), and resistance to immune-driven attack.","[""MSR1"", ""CD163"", ""ALDH1A2"", ""SULF1"", ""TLR2"", ""OLR1"", ""INPP5D""]",7,0.9,"[""Immunosuppressive microenvironment"", ""Promotion of M2-like TAMs"", ""Therapy resistance via immune evasion""]"
05_AC-neuronal-like_run2,5,AC-neuronal-like,05_AC-neuronal-like,2,2,Calcium & Glutamate Signaling,"Genes like RYR2, GRIN2B, TRPM8, TRPV4 and related ion channels coordinate calcium and glutamate-dependent signal transduction, which drive tumor cell excitability, migration, self-renewal, and therapy resistance in glioblastoma.","[""RYR2"", ""TRPM8"", ""TRPV4"", ""GRIN2B""]",4,0.8,"[""Enhanced excitability and migration"", ""Therapy resistance from altered Ca2+/glutamate signaling"", ""Promotion of stemness via NMDAR""]"
05_AC-neuronal-like_run2,5,AC-neuronal-like,05_AC-neuronal-like,2,3,Stemness & Plasticity Regulation,"Upregulation of HMGA2, ALDH1A2, NLGN4X collectively indicate an epigenetic and cell surface adhesive program promoting glioblastoma stem cell self-renewal and plasticity.","[""HMGA2"", ""ALDH1A2"", ""NLGN4X""]",3,0.75,"[""Increased self-renewal/plasticity"", ""Promotion of resistant, multipotent tumor cells""]"
06_OPC-NPC-like_run1,6,OPC-NPC-like,06_OPC-NPC-like,1,0,Sonic Hedgehog and GLI Signaling,"Central to glioblastoma stemness, proliferation, and invasion. GLI2 and SHH pathway components are highly active and drive tumor progression, acting through regulatory networks that also support resistance and plasticity.","[""GLI2"", ""EGFR"", ""DLX5"", ""DLX6""]",4,0.92,"[""enhanced proliferation and migration"", ""maintenance of cancer stem cell properties"", ""resistance to differentiation and therapy""]"
06_OPC-NPC-like_run1,6,OPC-NPC-like,06_OPC-NPC-like,1,1,Notch Signaling,"Key regulator of glioblastoma stem cell maintenance, proliferation, apoptosis resistance and therapy resistance. DLL1 and NOTCH axis are hyperactive in GBM.","[""DLL1""]",1,0.88,"[""cancer stem cell maintenance"", ""apoptosis resistance"", ""poor response to standard therapies""]"
06_OPC-NPC-like_run1,6,OPC-NPC-like,06_OPC-NPC-like,1,2,EGFR/ERBB Family Signaling,"EGFR and ERBB3 jointly drive growth, survival, invasion, and resistance in GBM. EGFR amplification, mutation, and ERBB compensation are classic mechanisms of targeted therapy resistance.","[""EGFR"", ""ERBB3""]",2,0.94,"[""sustained proliferation"", ""evasion of apoptosis"", ""enhanced invasion and therapy resistance""]"
06_OPC-NPC-like_run1,6,OPC-NPC-like,06_OPC-NPC-like,1,3,Stemness and Dedifferentiation Program,"SOX2, LGR5 and GLI2 promote stem-like properties, therapy resistance, and tumor recurrence in GBM. This state serves as a reservoir for relapse.","[""SOX2-OT"", ""LGR5"", ""GLI2""]",3,0.95,"[""enforced stemness and therapy resistance"", ""tumor recurrence from stem cell pool"", ""de-differentiation of progenitors""]"
06_OPC-NPC-like_run1,6,OPC-NPC-like,06_OPC-NPC-like,1,4,Mesenchymal Transition & Invasion,"PRRX1 and RELN promote invasion via EMT-like programs, with supporting roles from extracellular matrix and cell adhesion molecules. This program is central to GBM malignancy and resistance.","[""PRRX1"", ""RELN"", ""FREM2"", ""STC1""]",4,0.87,"[""increased invasion and migration"", ""therapy resistance"", ""poor patient survival""]"
06_OPC-NPC-like_run1,6,OPC-NPC-like,06_OPC-NPC-like,1,5,Immunosuppression,"LGALS1 and ISG15 mediate immunosuppressive microenvironment in glioblastoma, supporting tumor evasion and resistance to immunotherapy.","[""LGALS1"", ""ISG15""]",2,0.91,"[""strong local and systemic immunosuppression"", ""evasion of host immune response"", ""poor response to immunotherapy""]"
06_OPC-NPC-like_run2,6,OPC-NPC-like,06_OPC-NPC-like,2,0,RTK/RAS/PI3K Pathway Activation,"Core glioblastoma oncogenic signaling driven by EGFR and ERBB3 amplification and mutation, with supporting genes including MDK, GRK5, and downstream regulators of proliferation and survival.","[""EGFR"", ""ERBB3"", ""MDK"", ""GRK5""]",4,0.95,"[""enhanced proliferation"", ""robust survival signaling"", ""hyperactivated metabolic networks"", ""therapy resistance""]"
06_OPC-NPC-like_run2,6,OPC-NPC-like,06_OPC-NPC-like,2,1,Proneural-Mesenchymal Transition & Stem Cell Plasticity,"GBM manifests plasticity between proneural and mesenchymal cell states, driven by core factors (SOX2, DLL1, PRRX1, RELN, MEIS2) and lncRNAs (MALAT1) with a supporting role for EMT drivers and neurodevelopmental transcription factors.","[""SOX2-OT"", ""SOX2"", ""DLL1"", ""LGR5"", ""PRRX1"", ""RELN"", ""MEIS2"", ""MALAT1""]",8,0.93,"[""increased tumor plasticity"", ""fast adaptation to microenvironmental shifts"", ""therapy resistance (especially to radiotherapy/chemotherapy)"", ""capacity to transition between neural and mesenchymal lineages""]"
06_OPC-NPC-like_run2,6,OPC-NPC-like,06_OPC-NPC-like,2,2,"Aberrant Translation, Ribosome Biogenesis, and Metabolic Adaptation","Multiple ribosomal proteins (RPLs, RPSs) and translation regulators are upregulated in glioblastoma, supporting high protein synthesis, metabolic rewiring, and therapy resistance.","[""RPL18A"", ""RPL13A"", ""RPL8"", ""RPS18"", ""RPL10"", ""RPL7"", ""RPL32"", ""RPL41"", ""RPL34"", ""RPL36"", ""RPL28""]",11,0.89,"[""increased protein synthesis capacity"", ""rapid proliferation under stress"", ""therapy resistance"", ""metabolic flexibility""]"
06_OPC-NPC-like_run2,6,OPC-NPC-like,06_OPC-NPC-like,2,3,Apoptosis and Therapy Resistance Programs,"Activation of intrinsic mitochondrial apoptosis pathways via CASP9, combined with resistance mechanisms including polyamine metabolism (SAT1), cell cycle control by BTG2, and ISG15-driven immune evasion.","[""CASP9"", ""SAT1"", ""ISG15"", ""BTG2""]",4,0.86,"[""resistance to apoptosis"", ""modulation of immune cell infiltration"", ""enhanced therapy resistance"", ""control of tumor microenvironment signaling""]"
06_OPC-NPC-like_run2,6,OPC-NPC-like,06_OPC-NPC-like,2,4,"Neural and Axon Guidance, Migration","Multiple neural development/axon guidance genes (SLIT3, UNC5B, NTNG2, FLRT2, EPHA7, RELN, DLL1, EFNA5) regulate migration, invasion, and differentiation in the neural microenvironment, promoting cell dispersal and network interactions within the brain.","[""SLIT3"", ""UNC5B"", ""NTNG2"", ""FLRT2"", ""EPHA7"", ""RELN"", ""DLL1"", ""EFNA5"", ""GRIN3A""]",9,0.84,"[""promotes neural cell migration and invasion"", ""supports neural differentiation within tumor mass"", ""facilitates adaptability in neural tissue microenvironment""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,0,Cell Cycle Checkpoint Control,"Genes governing G1/S and G2/M phase transitions, spindle assembly checkpoint, and mitotic progression through CDK activation and cyclin-mediated regulation. Core cell cycle machinery dysregulated in GBM.","[""CDK1"", ""CCNB1"", ""CCNB2"", ""CDC25C"", ""TTK"", ""CDC20"", ""CDCA2"", ""CDCA8"", ""RRM2""]",9,0.95,"[""Uncontrolled G2/M transition and mitotic progression"", ""Shortened G2/M checkpoint, enabling rapid proliferation despite DNA damage"", ""Overriding normal cell cycle checkpoints driving malignant proliferation"", ""Enhanced genomic instability through checkpoint evasion""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,1,Spindle Assembly Checkpoint,"Coordinate regulation of kinetochore-microtubule attachment monitoring, spindle checkpoint complex assembly, and anaphase entry prevention during mitosis. Essential for accurate chromosome segregation.","[""TTK"", ""BUB1"", ""BUB1B"", ""KNL1"", ""NDC80"", ""SKA3"", ""NUF2"", ""CENPI"", ""CDC20"", ""PTTG1"", ""ESPL1""]",11,0.92,"[""Partial checkpoint override enabling mitosis with chromosomal errors"", ""Aneuploidy and chromosomal instability driving tumor heterogeneity"", ""Enhanced checkpoint activation in some cells leading to prolonged mitosis"", ""Unequal checkpoint fidelity across GBM cell population""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,2,Aurora Kinase Signaling,"Regulation of centrosome duplication, spindle pole organization, kinetochore function, and mitotic progression through Aurora A and B kinase activities. Critical for genomic stability.","[""AURKA"", ""AURKB"", ""TPX2"", ""NUSAP1"", ""ASPM"", ""STIL"", ""RACGAP1"", ""ECT2""]",8,0.91,"[""Enhanced centrosome duplication driving mitotic abnormalities"", ""Improved spindle assembly efficiency enabling rapid cell division"", ""Increased genomic instability through supernumerary centrosomes"", ""Enhanced survival through AURKA-mediated immune checkpoint modulation (B7-H3, PD-L1)""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,3,Transcriptional Cell Cycle Regulation,"Transcription factor networks controlling G1/S and G2/M phase gene expression, particularly FOXM1, E2F, and B-MYB pathways. Master regulators of cell cycle gene expression in GBM.","[""FOXM1"", ""E2F7"", ""MYBL2"", ""MELK"", ""CCNB1"", ""CCNB2"", ""CDK1"", ""PTTG1""]",8,0.93,"[""Constitutive G1/S and G2/M phase transcription programs"", ""Enhanced mitotic kinase expression independent of cell cycle phase"", ""Glioma stem cell maintenance through FOXM1-MELK axis"", ""Radioresistance through FOXM1-mediated pathways""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,4,Kinesin Motor Protein Function,"Diverse kinesin family members mediating spindle formation, chromosome alignment, kinetochore function, and cytokinesis through microtubule-based transport.","[""KIF11"", ""KIF15"", ""KIF2C"", ""KIF18A"", ""KIF20A"", ""KIF4A"", ""KIFC1"", ""KIF14"", ""KIF24"", ""TPX2"", ""NUSAP1"", ""CENPE""]",12,0.9,"[""Enhanced spindle assembly enabling rapid mitotic progression"", ""Improved chromosome alignment through KIF-mediated transport"", ""KIF18A-driven proliferation and recurrence in GBM"", ""Potential mitotic errors from kinesin dysregulation""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,5,Centromere and Kinetochore Assembly,"CENP family proteins, NDC80 complex, and associated factors mediating centromere protein A deposition, kinetochore assembly, and maintenance of centromeric heterochromatin.","[""HJURP"", ""CENPI"", ""CENPF"", ""NDC80"", ""NUF2"", ""SPC25"", ""SKA3"", ""KNL1"", ""CENPE""]",9,0.88,"[""Enhanced centromere assembly supporting rapid cell division"", ""Improved kinetochore-microtubule attachment fidelity"", ""Potential centromere amplification driving genomic instability"", ""Enhanced mitotic fidelity through HJURP overexpression""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,6,Mitotic Kinase Cascades,"Hierarchical kinase signaling networks including CDK1, ERK, GSK3, and checkpoint kinases that synchronize mitotic events and regulate spindle dynamics.","[""MELK"", ""CDK1"", ""AURKA"", ""AURKB"", ""PLK1"", ""TTK"", ""BUB1"", ""FOXM1""]",8,0.89,"[""Rapid mitotic checkpoint progression through MELK-FOXM1 axis"", ""Enhanced tumor cell survival under replication stress"", ""G1/S phase checkpoint override enabling rapid S-phase entry"", ""Treatment resistance through kinase network redundancy""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,7,DNA Replication and S-Phase Progression,"DNA polymerase, ligase, and replication fork processing proteins supporting S-phase progression, fork stability, and replication stress responses.","[""RRM2"", ""POLQ"", ""PIF1"", ""NEIL3"", ""BRIP1"", ""EXO1"", ""ASPM"", ""CDT1""]",8,0.84,"[""Enhanced dNTP availability supporting rapid DNA synthesis"", ""Stabilized replication forks under genotoxic stress"", ""Translesion synthesis capacity enabling replication past DNA damage"", ""Potential treatment resistance through replication stress adaptation""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,8,Sister Chromatid Cohesion and Separation,"Cohesin complex regulation, cohesion establishment/dissolution, and separase-mediated sister chromatid separation during mitotic progression.","[""ESCO2"", ""ESPL1"", ""SGO1"", ""SGO2"", ""SHCBP1"", ""PTTG1"", ""CDC20""]",7,0.83,"[""Robust sister chromatid cohesion enabling accurate segregation"", ""Controlled cohesion dissolution at anaphase entry"", ""Centromeric cohesion protection through shugoshin function"", ""Potential aneuploidy from cohesion defects""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,9,Apoptosis Inhibition and Cell Survival,"IAP family proteins, particularly survivin (BIRC5), mediating inhibition of caspases and blocking programmed cell death in GBM.","[""BIRC5"", ""PIF1"", ""MELK"", ""FOXM1"", ""CCNB1""]",5,0.87,"[""Blocked apoptosis enabling survival despite DNA damage"", ""Enhanced aerobic glycolysis through mitochondrial survivin"", ""Mitotic survival enabling cells with chromosomal errors to complete division"", ""Treatment resistance through multiple anti-apoptotic mechanisms""]"
07_Proliferative_run1,7,Proliferative,07_Proliferative,1,10,Condensin-Mediated Chromosome Condensation,"Non-SMC condensin complex proteins mediating chromosome condensation, compaction, and segregation during mitosis.","[""NCAPG"", ""NCAPH""]",2,0.82,"[""Efficient chromosome condensation enabling rapid mitosis"", ""Improved chromosome segregation accuracy"", ""Enhanced PARP1-E2F1 signaling driving proliferation"", ""Poor prognosis correlation with high NCAPG expression""]"
07_Proliferative_run2,7,Proliferative,07_Proliferative,2,0,Mitotic Cell Division Promotion,"A large cluster of input genes collectively regulate mitosis in glioblastoma cells including kinetochore-microtubule attachments, spindle assembly, chromosome segregation, and cytokinesis. This program encompasses both normal cell division and the hyperproliferative phenotype in malignancy.","[""TTK"", ""BUB1"", ""BUB1B"", ""KNL1"", ""CDC20"", ""CENPE"", ""NDC80"", ""SKA3"", ""NUF2"", ""CENPF"", ""SPC25"", ""ESPL1"", ""PTTG1"", ""SGO1"", ""SGO2"", ""ECT2"", ""RACGAP1"", ""KIF23"", ""PRC1"", ""KIF14"", ""KIF20A"", ""KIF4A"", ""ARHGAP11A"", ""ARHGAP11B"", ""SHCBP1"", ""KIF11"", ""TPX2"", ""CEP55"", ""ASPM"", ""STIL""]",30,1.0,"[""Increased mitotic rate and proliferation"", ""Aneuploidy and chromosome instability"", ""Enhanced tumor aggressiveness""]"
07_Proliferative_run2,7,Proliferative,07_Proliferative,2,1,Cell Cycle Progression and DNA Replication,"Cell cycle checkpoint regulators, cyclins, and DNA replication/repair enzymes are highly expressed, ensuring cell cycle entry and DNA synthesis in malignant glioblastoma. Aberrations drive uncontrolled proliferation and therapy resistance.","[""CDCA2"", ""CDC25C"", ""CDK1"", ""CCNB1"", ""CCNB2"", ""CCNF"", ""CDKN3"", ""PBK"", ""TOP2A"", ""RRM2"", ""BRIP1"", ""POLQ"", ""EXO1"", ""NEIL3""]",14,0.98,"[""Uncontrolled cell cycle progression"", ""Resistance to DNA damaging therapies"", ""Increased genomic instability""]"
07_Proliferative_run2,7,Proliferative,07_Proliferative,2,2,Stemness and Tumorigenicity Drivers,"Genes such as HMMR, ASPM, MKI67, FOXM1, and MELK maintain the stemness, self-renewal, and tumorigenic capacity of glioblastoma cells, contributing to resistance and recurrence.","[""HMMR"", ""ASPM"", ""MKI67"", ""FOXM1"", ""MELK""]",5,0.96,"[""Increased tumor initiation, recurrence, and resistance"", ""Enhanced proliferation and invasiveness"", ""Maintenance of glioma stem cell populations""]"
08_Gliosis-hypoxia_run1,8,Gliosis-hypoxia,08_Gliosis-hypoxia,1,0,Hypoxia Response & Survival,"Upregulation of hypoxia-adaptive genes promoting glycolytic switch, proangiogenic signaling, autophagy, and therapy resistance; extensive literature implicates ANGPTL4, HILPDA, BNIP3L, NDRG1, TRIB3, LUCAT1 as a hypoxia-adaptive cluster that links metabolic stress to increased invasion, therapy evasion, and immune suppression.","[""ANGPTL4"", ""HILPDA"", ""BNIP3L"", ""NDRG1"", ""TRIB3"", ""LUCAT1""]",6,0.98,"[""increased therapy resistance"", ""enhanced tumor invasiveness"", ""immune escape""]"
08_Gliosis-hypoxia_run1,8,Gliosis-hypoxia,08_Gliosis-hypoxia,1,1,Mesenchymal Transition & Invasion,"Coordinated activation of EMT and mesenchymal-associated genes (RUNX2, ITGB3, CAV1, COL5A1, COL13A1, COL24A1, ABI3BP) drives cytoskeletal remodeling, cell migration, and infiltrative tumor behavior in GBM.","[""RUNX2"", ""ITGB3"", ""CAV1"", ""COL5A1"", ""COL13A1"", ""COL24A1"", ""ABI3BP"", ""PHLDB2""]",8,0.95,"[""increased migration and invasion"", ""tumor infiltration"", ""ECM remodeling""]"
08_Gliosis-hypoxia_run1,8,Gliosis-hypoxia,08_Gliosis-hypoxia,1,2,Angiogenesis & Vascular Niche,"PTGS2, ANGPTL4, HILPDA, and ITGB3 cluster with hypoxia and angiogenic genes to drive neovascularization, abnormal microvasculature, and support tumor progression in glioblastoma.","[""ANGPTL4"", ""PTGS2"", ""ITGB3"", ""HILPDA""]",4,0.94,"[""enhanced neovascularization"", ""support of stem-like cell populations"", ""therapy resistance via vascular niche""]"
